ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents,label,detailed-label
1545406439.810357,C5plAFVHFz5WNeWHk,192.168.1.195,49620,185.244.25.235,6667,tcp,irc,2.090555,74,242,S3,-,-,0,ShAdDaf,8,506,6,562,-,malicious,
1545466985.524598,CprztH3YLqCPIv6e8b,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1538597716.668769,Ckeguu2MKrZaGtIpp2,192.168.100.113,43425,192.168.100.1,53,udp,dns,0.000741,45,45,SF,-,-,0,Dd,1,73,1,73,-,benign,-
1545466975.550047,CTzlN834B3vjByvRG7,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545473293.45949,CjUi0q1uReWoCF4aHb,192.168.1.195,123,82.113.53.40,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1545406371.408252,CQa3Z7PR8BJs5r9p,192.168.1.195,49590,185.244.25.235,6667,tcp,-,3.092758,0,0,S0,-,-,0,S,3,180,0,0,-,malicious,
1545466987.913719,CBsFmi4MJ0WAaUq9c6,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545466966.931707,Cg7iaf3vKNrNeMcbOg,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1533107510.474411,Cn4r7S1f02N0o5h2W7,192.168.100.113,123,147.231.100.5,123,udp,-,0.001730,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545469882.282403,CAt3a12PKMEZALaRi6,192.168.1.195,54882,185.244.25.235,6667,tcp,-,3.099478,0,0,S0,-,-,0,S,3,180,0,0,-,malicious,
1538606008.680726,CXa8cq1HaRuAFnv2j4,192.168.100.113,123,37.157.194.44,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1545475679.05606,C2q0Zu4OzcFmb8RHtb,192.168.1.195,55316,185.244.25.235,6667,tcp,irc,33.340501,62,269,S3,-,-,0,ShAdDaf,7,434,6,589,-,malicious,
1538599132.690278,CocVJD18ydnNKfFxY5,192.168.100.113,58467,192.168.100.1,53,udp,dns,0.002749,45,45,SF,-,-,0,Dd,1,73,1,73,-,benign,-
1545466975.428855,CUBPxK2emLHV4Kx2X3,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545427620.454664,CBulcy5L64uHCXSi9,192.168.1.195,123,147.231.100.5,123,udp,-,0.029724,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1533108464.894552,CoTAau1YC6QWCztOaj,192.168.100.113,46392,178.128.185.250,50,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,malicious,
1545466988.805717,C7j5C9RpVAlveZlfl,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1538603454.677645,ChTnFK1qZNe9R3eQrf,192.168.100.113,59594,192.168.100.1,53,udp,dns,5.005157,78,0,S0,-,-,0,D,2,134,0,0,-,benign,-
1545466986.336121,CxZrPv2fXuKq0ys5W9,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545466979.382856,CWfTwc0qvhZdACz8a,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545410993.532774,CsovuoJ713e5ybqH7,192.168.1.195,54708,192.168.1.1,53,udp,dns,5.005413,78,0,S0,-,-,0,D,2,134,0,0,-,benign,-
1533075944.476534,CekRqx4N61mUkDUVR1,192.168.100.113,123,147.231.100.5,123,udp,-,0.001980,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545466964.134814,CpBbu04Kq4qKOJjK3,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1538573329.68596,CJOPVk1GKe2OQVB7h8,192.168.100.113,42664,192.168.100.1,53,udp,dns,0.022488,45,45,SF,-,-,0,Dd,1,73,1,73,-,benign,-
1538602330.662895,Cqu3g24go0qKiTMbpa,192.168.100.113,46977,192.168.100.1,53,udp,dns,5.070600,78,103,SF,-,-,0,Dd,2,134,1,131,-,benign,-
1545415172.456789,Cy6h3U1twj7O9bfJ74,192.168.1.195,123,147.231.100.5,123,udp,-,0.058466,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545466963.218336,ClWFEn4sM2XSBN3Ywb,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545415958.456032,CpVo7B3KhPPyieFe6e,192.168.1.195,123,147.231.100.5,123,udp,-,0.014975,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1538596530.671541,CjR9EGMnf1xEv7if6,192.168.100.113,36028,192.168.100.1,53,udp,dns,0.000499,45,45,SF,-,-,0,Dd,1,73,1,73,-,benign,-
1545466972.887565,CHTRZA3RGnMUxH9yfg,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545413387.540884,Cpobs12IZSsMOKfbwl,192.168.1.195,51504,185.244.25.235,6667,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,malicious,
1545425784.457844,CIHr0LLMDyrtC1Ihk,192.168.1.195,123,147.231.100.5,123,udp,-,0.001494,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545466970.336269,CCjxr636NgwlGl5COe,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545466976.896281,C1CSjU3JglOlDX5xe3,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1538575662.662483,CSmRxG30MCPTT8W15a,192.168.100.113,123,213.199.225.40,123,udp,-,0.059462,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545404794.822301,CAteRa3mn8x68tchFk,192.168.1.195,49110,185.244.25.235,6667,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,malicious,
1545410438.458252,CFH2A842eOVffoEgac,192.168.1.195,58513,192.168.1.1,53,udp,dns,5.002153,156,0,S0,-,-,0,D,4,268,0,0,-,benign,-
1545478101.458846,CGPAti4oUv1lXWaQZb,192.168.1.195,123,77.78.107.252,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1545412267.108748,CP4pDM1J0Y1R41UAGj,192.168.1.195,51216,185.244.25.235,6667,tcp,-,3.152458,0,0,S0,-,-,0,S,3,180,0,0,-,malicious,
1545459663.231007,CparVW45Iun5nmq3a,192.168.1.195,53796,185.244.25.235,6667,tcp,-,3.108731,0,0,S0,-,-,0,S,3,180,0,0,-,malicious,
1545408345.698964,Ccnbpb2qajtCtCpMKf,192.168.1.195,50256,185.244.25.235,6667,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,malicious,
1538633991.681519,C5mfXL1YfayYPxuHnf,192.168.100.113,43943,192.168.100.1,53,udp,dns,0.000749,45,45,SF,-,-,0,Dd,1,73,1,73,-,benign,-
1545406825.529625,CSJG9F4MtDbdYVKRlj,192.168.1.195,123,89.221.210.188,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1533061310.335125,CHf43dhY8Pi3aexUj,192.168.100.113,44036,178.128.185.250,50,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,malicious,
1545466302.342137,CxWu3i44cyY3OIT2Aj,192.168.1.195,54488,185.244.25.235,6667,tcp,irc,33.426379,62,269,S3,-,-,0,ShDadAf,7,442,6,589,-,malicious,
1545466981.310754,CHzmf72xXXitSuvJ5d,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545417937.544914,CLGYLsBm2lmpARzW6,192.168.1.195,52962,185.244.25.235,6667,tcp,-,3.115972,0,0,S0,-,-,0,S,3,180,0,0,-,malicious,
1545466960.269275,CQyGX7lGoZwdzgcsg,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545455871.458235,CiCxjg3gp9UaDZTxT1,192.168.1.195,123,89.221.210.188,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1545456958.951215,CsHjfYGgMNwfBuj7i,192.168.1.195,53420,185.244.25.235,6667,tcp,irc,38.987294,62,260,S3,-,-,0,ShDadAf,7,434,7,632,-,malicious,
1545477639.381049,CgUytaEpLh1uTolz4,192.168.1.195,55640,185.244.25.235,6667,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,malicious,
1545460473.457257,CvSGgU3LPc0LMkLSh2,192.168.1.195,123,82.113.53.40,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1545451210.456705,C3cpWz4kKHVWECmone,192.168.1.195,123,147.231.100.5,123,udp,-,0.001498,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1533107657.474459,Ccakdu4aVFbARk1AI9,192.168.100.113,123,37.157.198.150,123,udp,-,0.004993,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1533053673.471618,CLcqkC11RdWlfBfABc,192.168.100.113,123,147.231.100.5,123,udp,-,0.001492,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545457035.069103,ChNyQu2uOPHPcGiA8g,192.168.1.195,53428,185.244.25.235,6667,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,malicious,
1545405879.76656,CIf7VH2A7QG37S9Tb4,192.168.1.195,49454,185.244.25.235,6667,tcp,-,3.135713,0,0,S0,-,-,0,S,3,180,0,0,-,malicious,
1545466962.887018,Ca6opa1qEeW4Wm2Ol6,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1533077725.474525,CPrOtz1fbVzjOtcPmf,192.168.100.113,123,147.231.100.5,123,udp,-,0.001984,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1538574831.661254,C4pkGewZlUvckVNNh,192.168.100.113,59993,192.168.100.1,53,udp,dns,0.000748,39,103,SF,-,-,0,Dd,1,67,1,131,-,benign,-
1538596749.670013,CyEHpY2Hy2NlITibW4,192.168.100.113,42814,192.168.100.1,53,udp,dns,0.000490,45,45,SF,-,-,0,Dd,1,73,1,73,-,benign,-
1533114237.474277,C6FeI21rfYXsZA8Tvb,192.168.100.113,123,37.157.198.150,123,udp,-,0.004977,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1538579224.659847,CRMCToT9ORIToXffd,192.168.100.113,123,213.199.225.40,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1545404447.459138,CGXWlw3npxjW27NYgh,192.168.1.195,123,147.231.100.5,123,udp,-,0.001498,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1538595987.673693,CN57Ji2P4RZ2RWqyKb,192.168.100.113,59826,192.168.100.1,53,udp,dns,0.000749,45,45,SF,-,-,0,Dd,1,73,1,73,-,benign,-
1545466970.533412,Chei833rTldU97Ppnd,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1538576945.660737,CnXMqS372E2jZFooVb,192.168.100.113,123,37.157.194.44,123,udp,-,0.137162,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1533124328.474457,CdRbQF4ReJg6mmVZv7,192.168.100.113,123,147.231.100.5,123,udp,-,0.001737,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545466976.53223,CzOZvz4gBFGbvY0MZe,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1533122911.476626,CIXR2h2cPKGjaXLHq5,192.168.100.113,123,31.31.74.35,123,udp,-,0.004736,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545459319.457044,CvVu2j2e2ueB5lqdR5,192.168.1.195,123,82.113.53.40,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1538636711.606728,C4ZUK32tsFasU7vSba,192.168.100.113,41051,8.8.8.8,53,udp,dns,-,-,-,S0,-,-,0,D,1,66,0,0,-,benign,-
1545466973.009042,Cl9Q1g37FGSUM6PZU8,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1533057491.471779,CBObqp1uJ1jwHDKhsf,192.168.100.113,123,81.2.254.224,123,udp,-,0.005741,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545420017.45327,C1iXYD1xboTesBvdT7,192.168.1.195,123,77.78.107.252,123,udp,-,10.001766,288,288,SF,-,-,0,Dd,6,456,6,456,-,benign,-
1545466982.834372,CdGdm51AK6i7QDKLDk,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545413390.33754,CQKXpB1CuZvVddDm2d,192.168.1.195,51506,185.244.25.235,6667,tcp,-,3.123452,0,0,S0,-,-,0,S,3,180,0,0,-,malicious,
1545410624.457445,CcUlmQkIbL5dIP5Ij,192.168.1.195,123,195.113.144.201,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1545404787.652885,C49tIS1LqeD8PX3GAc,192.168.1.195,49110,185.244.25.235,6667,tcp,-,3.089256,0,0,S0,-,-,0,S,3,180,0,0,-,malicious,
1545466965.738146,CENqsM1WCmmyxysqza,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545477220.500717,CdcV1y4ZKZy16kUgNk,192.168.1.195,55520,185.244.25.235,6667,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,malicious,
1533055046.471872,CfLiOL3G6yJ0d4L7Be,192.168.100.113,123,31.31.74.35,123,udp,-,0.004744,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1533128265.47511,CvsuLb3o8agk23521k,192.168.100.113,123,147.231.100.5,123,udp,-,0.001746,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1533064611.471687,CijipsWfv2knAJoYc,192.168.100.113,123,147.231.100.5,123,udp,-,0.001746,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545466980.335306,ClMjDIdPpbtavZFg8,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545489572.740213,CPtu5M2BKDsAiNhzeh,192.168.1.195,57060,185.244.25.235,6667,tcp,irc,34.172042,62,269,S3,-,-,0,ShAdDaf,8,494,6,589,-,malicious,
1545403857.78132,CvyynC4Sabj9BNXFRi,192.168.1.195,41042,185.244.25.235,80,tcp,http,1.305004,151,128348,SF,-,-,5792,ShADadttcfF,96,5699,92,133140,-,benign,-
1533061590.475207,CDA4dN13sWfE9uJkw7,192.168.100.113,123,31.31.74.35,123,udp,-,0.004744,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1538634674.679647,C97rpA3UdzRcI7eGZ5,192.168.100.113,41300,192.168.100.1,53,udp,dns,0.000741,45,45,SF,-,-,0,Dd,1,73,1,73,-,benign,-
1545466985.272978,CyDrIN2fPRrJEWEpCk,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545466967.721256,CQXL85pYc0FRpTocb,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1538599974.657901,CIPLf24y9uUzj5awo7,192.168.100.113,43538,192.168.100.1,53,udp,dns,5.202036,78,103,SF,-,-,0,Dd,2,134,1,131,-,benign,-
1545466971.847398,CSKRz43bXibZxBngna,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545434157.46275,Ce2nkF2Q1hW6rJNr4i,192.168.1.195,123,147.231.100.5,123,udp,-,0.004988,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1538575122.661368,Ch7Ixk4kjkVqazM649,192.168.100.113,123,81.2.254.224,123,udp,-,0.006236,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545466966.645121,CaatMRay4xijeR92l,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545466963.303037,Cemw6G2Nuk4marMBdl,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545466974.11686,Co1P2649GIB8ZZsW,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545466975.136797,Csvjszu3kE0VvIofk,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545466964.043357,CEtTTp2jtBq9bldz42,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545466959.570425,CWDzON1Nh3YmoyYqKl,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1538600106.657821,CE1UqW1eTLiCUPlFZd,192.168.100.113,123,212.96.160.147,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1545408731.218917,C9OSOJ1bc7anTxnF71,192.168.1.195,50350,185.244.25.235,6667,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,malicious,
1538612433.678745,CfkEZy18h17ZmjsrM8,192.168.100.113,57159,192.168.100.1,53,udp,dns,5.005164,78,0,S0,-,-,0,D,2,134,0,0,-,benign,-
1545458870.01985,CkLQNhPj2Ta1ZmT6d,192.168.1.195,53642,185.244.25.235,6667,tcp,irc,34.779931,62,260,S3,-,-,0,ShAdDaf,8,486,7,632,-,malicious,
1533105518.974264,CSQdqT2dQLXC4Ri4y5,192.168.100.113,46244,178.128.185.250,50,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,malicious,
1545466980.300578,C4TxXO3OShtnnMzIO9,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545466987.668367,Cqyfas16OFIyxRSSb3,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545407004.457187,CLHRJr4WQoxlzKElX9,192.168.1.195,123,147.231.100.5,123,udp,-,0.001496,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1533097890.47646,CTJzS61LAo6o2wA6Zj,192.168.100.113,123,81.2.254.224,123,udp,-,0.005495,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545410484.465855,CKrmcH2GDOCJmE1sX8,192.168.1.195,48310,192.168.1.1,53,udp,dns,5.004160,156,0,S0,-,-,0,D,4,268,0,0,-,benign,-
1545466981.730525,CW6sPU2CH1pgSD6iai,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545466978.055611,C5oTwI2kF4IJAkDLx3,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1538636946.788337,Cjimpp4M82RpOlekxf,192.168.100.113,54107,8.8.8.8,53,udp,dns,-,-,-,S0,-,-,0,D,1,67,0,0,-,benign,-
1545450222.456477,Cn4vny1tuDzfobTc1,192.168.1.195,123,147.231.100.5,123,udp,-,0.002007,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1538575052.660777,CkkmGz2ByYi3Pd3C7e,192.168.100.113,123,213.199.225.40,123,udp,-,0.128667,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1538600753.660725,CBY5dSBVeB1S6YOih,192.168.100.113,55018,192.168.100.1,53,udp,dns,5.005162,78,0,S0,-,-,0,D,2,134,0,0,-,benign,-
1545466960.481674,CPrOk73UbFwhA6Vd01,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545466969.185919,Cil8dA3WUPHTUxHqVk,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1538602083.662186,CSqCdh2POQ1I6yl48a,192.168.100.113,123,109.224.76.139,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1545404958.102294,Ci2Osx4NWiEBUcC685,192.168.1.195,41208,185.244.25.235,80,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,benign,-
1545466980.457987,CsihWxL4Slu87frI3,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545466963.102652,CUnPCe1Bzn9Uzg7qW7,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1538598961.720006,CmhJpV21nNaOD6KUld,192.168.100.113,55272,192.168.100.1,53,udp,dns,0.000751,45,45,SF,-,-,0,Dd,1,73,1,73,-,benign,-
1538600387.696115,CIbLa4L0gNnaRM5If,192.168.100.113,33809,192.168.100.1,53,udp,dns,0.000735,45,45,SF,-,-,0,Dd,1,73,1,73,-,benign,-
1545414389.597362,Clwd1r1gMZRSTvQM95,192.168.1.195,51766,185.244.25.235,6667,tcp,-,3.142965,0,0,S0,-,-,0,S,3,180,0,0,-,malicious,
1545483838.454515,CWTDAg2DVJEFlYuwVb,192.168.1.195,123,78.108.102.237,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1545466959.468744,CpRMwb47NbmI5O7Bjg,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1533082467.473258,COR8BJ39CJdOkp4T18,192.168.100.113,123,31.31.74.35,123,udp,-,0.004745,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545438796.458296,CpAudc3wlPKOjYalg,192.168.1.195,123,82.113.53.40,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1545466976.839805,Cwccdu17ECKgHqNoW1,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1533086915.474796,Cqok8k4Q3nnHpJtGsb,192.168.100.113,123,81.2.254.224,123,udp,-,0.006729,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545466965.531263,C5sE9M142gNfFSDVk2,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1533081907.472056,CnTuIA3VzEW6kjm56d,192.168.100.113,123,147.231.100.5,123,udp,-,0.001746,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545466969.274868,CZRWR318ue4G1JN0rl,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1533097350.476076,CwkrxS3INUxk3Nvv87,192.168.100.113,123,31.31.74.35,123,udp,-,0.004490,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545466979.041545,CWGbca4aBWXEKWOwxb,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545466981.548612,CtYLvW28YR7124GAP7,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545485055.941414,CeMSgi3I6MLFfQTg3b,192.168.1.195,56510,185.244.25.235,6667,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,malicious,
1538574444.658618,CVbUja40aweqHtM81c,192.168.100.113,123,213.199.225.40,123,udp,-,0.040977,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545466975.692726,CBbsw6A0kR8EBBiyb,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545466975.43486,CItrIV2oqbGNdzj6R9,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1533095575.294344,CiagEMTkuuiv3SfA2,192.168.100.113,45748,178.128.185.250,50,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,malicious,
1545436001.454647,CmUwjH3yjr7ymY1lh2,192.168.1.195,123,147.231.100.5,123,udp,-,0.045721,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1533043409.473351,C9GVEq4bEhUHLlVMcf,192.168.100.113,123,37.157.198.150,123,udp,-,0.005242,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1533066265.3688,C7jTP22C6zv1MN1Vr4,192.168.100.113,44284,178.128.185.250,50,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,malicious,
1545403850.554283,CTWZQf2oJSvq6zmPAc,192.168.1.195,41042,185.244.25.235,80,tcp,-,3.147116,0,0,S0,-,-,0,S,3,180,0,0,-,benign,-
1545451925.458342,ChD1tE3S2ogTW2Z8g7,192.168.1.195,123,147.231.100.5,123,udp,-,0.024971,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1538613808.688127,Cr27QM3XQLiPNLiHxc,192.168.100.113,39621,192.168.100.1,53,udp,dns,0.004499,45,45,SF,-,-,0,Dd,1,73,1,73,-,benign,-
1538614866.666475,Ct4MFy2iJxOiwz2L69,192.168.100.113,58131,192.168.100.1,53,udp,dns,5.005130,78,0,S0,-,-,0,D,2,134,0,0,-,benign,-
1538580629.656827,CRsHvj4zrG7Bhr6pr4,192.168.100.113,123,37.157.194.44,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1545405147.843674,CVyhPIfL449iN31C4,192.168.1.195,49216,185.244.25.235,6667,tcp,irc,1.016172,60,124,RSTR,-,-,0,ShAdfDr,5,328,4,328,-,malicious,
1545466985.175826,CSBs5d3fXHP79mv6Ha,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545461622.501022,CLGKtH1QxI2WEe7Wge,192.168.1.195,36669,192.168.1.1,53,udp,dns,5.005402,78,0,S0,-,-,0,D,2,134,0,0,-,benign,-
1545431273.456727,CiWJLH2VsLOFJVl3mc,192.168.1.195,123,147.231.100.5,123,udp,-,0.005244,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545466974.184063,C83Jrn4fJi0hheJela,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1538614437.689745,CnLU9Pr3WW4TWdtj8,192.168.100.113,59248,192.168.100.1,53,udp,dns,0.031481,45,45,SF,-,-,0,Dd,1,73,1,73,-,benign,-
1545466975.614258,CMv0362R0OnsuBGSE1,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
