ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents,label,detailed-label
1533076380.638775,CrzVya38RaZ529WFn4,192.168.100.113,35608,128.185.250.50,50,tcp,-,3.136467,0,0,S0,-,-,0,S,3,180,0,0,-,malicious,
1533070769.475683,CbaJzP2SJiHXHkiP9c,192.168.100.113,123,147.231.100.5,123,udp,-,0.001747,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545461446.636794,Cd8BOd3RuhP9siRw84,192.168.1.195,33627,192.168.1.1,53,udp,dns,5.003663,78,0,S0,-,-,0,D,2,134,0,0,-,benign,-
1545466979.166966,CJl9avPKV47iLw1Hi,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545417647.540671,CAs56F4zjBJOnDJCI5,192.168.1.195,52874,185.244.25.235,6667,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,malicious,
1533114331.474231,Cqmrq848rJujwYLFa4,192.168.100.113,123,147.251.48.140,123,udp,-,0.005228,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545477800.427338,CaibaJ1YeyJ2JQNWbc,192.168.1.195,55674,185.244.25.235,6667,tcp,-,3.113987,0,0,S0,-,-,0,S,3,180,0,0,-,malicious,
1545466988.889662,C3Qj8rwEcrjj97z5f,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1533056169.471911,CMrSXa3Lvg9TVS8ks8,192.168.100.113,123,147.231.100.5,123,udp,-,0.001747,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545466971.446889,CqJEm52Zh1ntAoqTS3,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1533095771.474386,CWdrVFUWaPbLNyd0j,192.168.100.113,123,81.2.254.224,123,udp,-,0.005991,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545466970.256819,CNcQ8v49dy1qcCSVf1,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1533062122.476009,CLUbLH1XFXFuuh9juf,192.168.100.113,123,147.231.100.5,123,udp,-,0.001747,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1533095711.474552,Ccqj133yMWEoaWuAol,192.168.100.113,123,147.231.100.5,123,udp,-,0.001744,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545466968.224973,CMGb7I13oDO0M3LT1e,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545412759.458122,C5Jz3NBYBJjBIl4d3,192.168.1.195,123,147.231.100.5,123,udp,-,0.001746,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1533044235.471581,Cgp7yYk7SFOx4pYfc,192.168.100.113,123,147.231.100.5,123,udp,-,0.001487,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1533128195.474961,Co4ETd2df03PT95ljh,192.168.100.113,123,147.251.48.140,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1545475839.617391,CXKDLR3xq7WAuauqY,192.168.1.195,55342,185.244.25.235,6667,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,malicious,
1533071488.475421,CImB5c2nk1Zx07Resj,192.168.100.113,123,147.231.100.5,123,udp,-,0.001746,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545461395.620552,CieGI039mwRbhN5LRj,192.168.1.195,51302,192.168.1.1,53,udp,dns,5.005637,78,0,S0,-,-,0,D,2,134,0,0,-,benign,-
1545461694.529789,CCXnSb2FIS8vVuWuib,192.168.1.195,123,195.113.144.201,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1533096845.475463,CR2DwE1e6Dm4rNddxj,192.168.100.113,123,80.79.25.111,123,udp,-,0.002245,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545486722.457149,CVVe8q1tlAWJVIajNj,192.168.1.195,123,195.113.144.201,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1533044629.471099,CVDTgATJPJtXWRTVf,192.168.100.113,123,147.231.100.5,123,udp,-,0.001739,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545466969.057242,C5mH8DzgftrCqpv8i,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545433896.454756,CuN1hySoFzCbaqcW4,192.168.1.195,123,147.231.100.5,123,udp,-,0.002747,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1533105919.614422,CSPzhs1donok1vKup5,192.168.100.113,46264,178.128.185.250,50,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,malicious,
1545477928.1823,CzadzTHWcN79OXby8,192.168.1.195,55702,185.244.25.235,6667,tcp,-,3.118976,0,0,S0,-,-,0,S,3,180,0,0,-,malicious,
1545456112.458258,Cd4bta4o6R8aSgZC0c,192.168.1.195,123,82.113.53.40,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1533081051.47196,Cobeno34hWr1Qs2MWd,192.168.100.113,123,37.157.198.150,123,udp,-,0.004992,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1533097280.47586,ChldFr1LSzU5Bwnsf1,192.168.100.113,123,147.231.100.5,123,udp,-,0.001745,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1533090857.475686,C0hqDS2guXJOhKsTg6,192.168.100.113,123,147.231.100.5,123,udp,-,0.001747,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545404309.458962,Cimm753XysAI7xLJV9,192.168.1.195,123,147.231.100.5,123,udp,-,0.010235,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1533109316.735663,CvxyRm1wIMkQATW5hk,192.168.100.113,37252,128.185.250.50,50,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,malicious,
1533092297.476507,CopGrA2Nbj76iywZil,192.168.100.113,123,147.231.100.5,123,udp,-,0.001746,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545420685.454734,CKO9Yg7Qm8YmbMb12,192.168.1.195,123,147.231.100.5,123,udp,-,0.002498,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545460624.019905,CgegOd4bT1EsoK7OP,192.168.1.195,53968,185.244.25.235,6667,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,malicious,
1533087874.033233,Cv6qiO1xAp1hVhljtc,192.168.100.113,45364,178.128.185.250,50,tcp,-,3.101477,0,0,S0,-,-,0,S,3,180,0,0,-,malicious,
1533115164.473272,CjLAmd27FRD8bbn728,192.168.100.113,123,37.157.198.150,123,udp,-,0.005231,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1533110970.476127,CXToTgEgkksOOUBR8,192.168.100.113,123,147.231.100.5,123,udp,-,0.001742,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545468434.741175,Ckqkgdkwcw7BQkq0g,192.168.1.195,54754,185.244.25.235,6667,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,malicious,
1533104496.893987,CWXOcP1zzTAIASyObf,192.168.100.113,37012,128.185.250.50,50,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,malicious,
1533121830.475645,Cc3GUe1j9e2vBJRHka,192.168.100.113,123,147.231.100.5,123,udp,-,0.001747,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545466960.425931,ClGjQ831MO3mIYQc4j,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545452580.458853,C4GMEa4CKXRlOhVuI8,192.168.1.195,123,147.231.100.5,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1545426375.458245,CPpQKI3KbkDu4dBdHd,192.168.1.195,123,147.231.100.5,123,udp,-,0.009994,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545466965.468544,CX9fegiOKp645J14,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1533079113.47191,C0WemE3i1EprpjFyIi,192.168.100.113,123,147.251.48.140,123,udp,-,0.005240,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545468464.821332,CeXCr303fuMap47He,192.168.1.195,54760,185.244.25.235,6667,tcp,irc,33.830026,62,269,S3,-,-,0,ShAdDaf,7,434,6,589,-,malicious,
1533064042.474445,CqQHm72USu3r1XrMVg,192.168.100.113,123,147.251.48.140,123,udp,-,0.004748,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545466980.360791,CmrMq22yZAyGp6Wlb7,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545436397.454654,CZhUWW3jR6D0bvXzck,192.168.1.195,123,147.231.100.5,123,udp,-,0.001744,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1533080143.435791,ChbMpd3lmRkVCsd5k4,192.168.100.113,35796,128.185.250.50,50,tcp,-,3.135470,0,0,S0,-,-,0,S,3,180,0,0,-,malicious,
1545466986.690168,CdT9lQXXuLyeueJC5,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1533054425.211863,CiImG74wySR4vE0idf,192.168.100.113,43692,178.128.185.250,50,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,malicious,
1545483738.454346,CaY1bw4M6vGZ43HdCb,192.168.1.195,123,37.187.104.44,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1533063175.476993,CPjKEKOdvZazUzTXk,192.168.100.113,123,147.231.100.5,123,udp,-,0.001748,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1533068415.474037,CL64Mn4On4Eo2M88I3,192.168.100.113,123,147.231.100.5,123,udp,-,0.001744,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1533105616.474516,CTKwb04CeASiKV8gPe,192.168.100.113,123,147.251.48.140,123,udp,-,0.004988,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545466960.827956,CyfziD28pIg0Xcp6Ch,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545480222.458935,CgQNbk9l3P0oJLKBj,192.168.1.195,123,77.78.107.252,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1545429838.454028,CDn2OY2rZC2FQ4WNKg,192.168.1.195,123,147.231.100.5,123,udp,-,0.010742,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545466972.741137,C9KDIb8wgjI2HOwT9,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545435737.454631,CIT5W43nmTLZzYumI6,192.168.1.195,123,147.231.100.5,123,udp,-,0.001494,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545475719.536544,Chws0JEx9nbWVnQnh,192.168.1.195,55318,185.244.25.235,6667,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,malicious,
1545444295.457107,COvnEF1ABNyuFZXBud,192.168.1.195,123,89.221.210.188,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1545466981.43918,Cou6m3TwSZMhRbEq,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1533118091.318839,CWATiI3xffdpz5UOB,192.168.100.113,37692,128.185.250.50,50,tcp,-,3.095241,0,0,S0,-,-,0,S,3,180,0,0,-,malicious,
1545466965.802612,CebDSu3Ie4h88Ovwo6,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1533064344.01268,CbMtbt1xKx6vbIagQe,192.168.100.113,44188,178.128.185.250,50,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,malicious,
1533124335.968686,Cn1TnP3JsVJXDpQLRj,192.168.100.113,38004,128.185.250.50,50,tcp,-,3.085730,0,0,S0,-,-,0,S,3,180,0,0,-,malicious,
1545409885.455916,CLnDaB48ifwkCtGv05,192.168.1.195,123,147.231.100.5,123,udp,-,0.001747,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545466965.804364,Cqphak4uIbPSDfWotg,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545415497.102017,Cnrj1D3KaEr4MpQovg,192.168.1.195,52162,185.244.25.235,6667,tcp,irc,1.107117,75,243,S3,-,-,0,ShAdDaf,7,447,6,563,-,malicious,
1545414326.457709,CE5YsiffGDPHm863b,192.168.1.195,123,147.231.100.5,123,udp,-,0.001498,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1533107838.474416,CmjYSY2LQjA6DHj3xh,192.168.100.113,123,147.231.100.5,123,udp,-,0.001994,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545413580.386629,CAkY6d16mnR0CSKf2d,192.168.1.195,51544,185.244.25.235,6667,tcp,-,3.154206,0,0,S0,-,-,0,S,3,180,0,0,-,malicious,
1533067146.007485,C1TtbV2zv00p85WhHd,192.168.100.113,44328,178.128.185.250,50,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,malicious,
1545466960.421185,CWTZ3Z12XYiNoSXyek,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545466961.736425,CgKdlv18UzjDLS3Ca2,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545466984.014697,CCX7NB3ndoQeUQgxx7,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1533082236.472456,CuoEol455g3iU46p51,192.168.100.113,123,147.231.100.5,123,udp,-,0.001990,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1533116862.570598,CbsWIW253iH72uKPre,192.168.100.113,46812,178.128.185.250,50,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,malicious,
1533057214.472005,Cy7S8N1BO8HwhNmPe1,192.168.100.113,123,31.31.74.35,123,udp,-,0.004729,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1533124388.174437,CgPc9u48znML93VZa6,192.168.100.113,47188,178.128.185.250,50,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,malicious,
1545466967.888418,CTudkm4pJ1PtfA57ck,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545416199.485496,CXD6FC1S5qW3bKqgWe,192.168.1.195,52442,185.244.25.235,6667,tcp,-,3.093248,0,0,S0,-,-,0,S,3,180,0,0,-,malicious,
1533097216.475731,C3crVi4kdEYu8zMSe7,192.168.100.113,123,147.231.100.5,123,udp,-,0.001998,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545408319.456184,Ca4OfDnGxGYIla2Wl,192.168.1.195,123,147.231.100.5,123,udp,-,0.205879,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1533104234.474237,CMGxIR20g4mcv6q0ue,192.168.100.113,123,31.31.74.35,123,udp,-,0.004746,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1533105019.474325,CzY0Nv2jJYla9Okpnj,192.168.100.113,123,31.31.74.35,123,udp,-,0.004746,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545411887.461485,C9dEfj13xcvblRcAdl,192.168.1.195,38535,192.168.1.1,53,udp,dns,0.000749,39,39,SF,-,-,0,Dd,1,67,1,67,-,benign,-
1545466965.708917,Cxsak93splWb4mvQJ3,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1533097939.476353,Ci5Bfv4RhJKotRTBa4,192.168.100.113,123,147.231.100.5,123,udp,-,0.001731,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545466968.08581,Cb5BrN3XOJrdIW2uLf,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545466986.834593,CEVY9wFOJECEC7Lrj,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1533108194.474746,CHNkVd4LFUWgbrCAZb,192.168.100.113,123,37.157.198.150,123,udp,-,0.005242,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545466982.745921,CudI892u66lMEjJkf9,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545466963.306778,CXbXmv3aVYtr285JG2,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545466978.115069,CxySEV2phOjCmW07Ec,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545466969.122712,CjI04n3lrm15iXXog3,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545466959.476718,CoNZJh4XIR2Ze763f8,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545466970.487676,CjXrer3oVmFSlDocC5,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545426837.456595,Cqx4PjQf2jhLJ4va4,192.168.1.195,123,147.231.100.5,123,udp,-,0.001746,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1533043777.472315,CtZd3o4UCTzxSV1EBj,192.168.100.113,123,147.231.100.5,123,udp,-,0.001739,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545407358.457606,CF4ept1IBddTKzTLp,192.168.1.195,49904,185.244.25.235,6667,tcp,-,3.081991,0,0,S0,-,-,0,S,3,180,0,0,-,malicious,
1533095967.474531,CAOnTmVvi4h7YM2h8,192.168.100.113,123,37.157.198.150,123,udp,-,0.004737,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1533125576.474443,CNXRR53fmkd48liba6,192.168.100.113,123,147.231.100.5,123,udp,-,0.001741,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1533079628.069446,CjUx0v24bbF7jBE8Ld,192.168.100.113,44952,178.128.185.250,50,tcp,-,3.141956,0,0,S0,-,-,0,S,3,180,0,0,-,malicious,
1545476295.379237,CEKUfr1Djl9gvK7Ll9,192.168.1.195,55402,185.244.25.235,6667,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,malicious,
1545410475.456979,CRB6aR1ZCJ25raM2Sg,192.168.1.195,123,147.231.100.5,123,udp,-,0.001502,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545417845.458139,Co5l2QtEjra7YO9S3,192.168.1.195,123,82.113.53.40,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1545411043.58126,C1HrOb3gEhOYfqHxR5,192.168.1.195,56431,192.168.1.1,53,udp,dns,5.005399,78,0,S0,-,-,0,D,2,134,0,0,-,benign,-
1533071112.575444,CaZUZpWpOGuYU3XS9,192.168.100.113,35344,128.185.250.50,50,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,malicious,
1533126758.474668,CfCY4943SJnX9K4dPh,192.168.100.113,123,147.231.100.5,123,udp,-,0.001730,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545466974.183325,CQdzVf4GfOsnhFz9S6,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545466958.996248,C3YAY31QEP1WP1gFZa,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545412207.458533,CgXqcE3UeyoxOV6NI9,192.168.1.195,123,195.113.144.201,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1545421271.456517,CNpTTm302FTq4dvzwc,192.168.1.195,123,147.231.100.5,123,udp,-,0.153412,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1533107774.474604,CUskaR3TywwDiekL71,192.168.100.113,123,147.231.100.5,123,udp,-,0.001741,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1533069716.098108,CQK7Wd3zGb6NaZP827,192.168.100.113,44456,178.128.185.250,50,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,malicious,
1533049817.216187,CJdot03SycJaLGbCFj,192.168.100.113,34280,128.185.250.50,50,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,malicious,
1533104828.474248,Cbn1Fc3oEetwtO4fI3,192.168.100.113,123,80.79.25.111,123,udp,-,0.002494,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545444993.456381,CyvdWMsVCxsKahaNl,192.168.1.195,123,81.2.248.189,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1545466963.271306,CGfLV04hvHWjTgyHXf,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545422117.45693,CxIq8i4BfJplRCnQYb,192.168.1.195,123,147.231.100.5,123,udp,-,0.008994,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545466982.875097,CnOyMUITWbE8Le8w,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545469122.181988,CwYqK41FrdPSiWY3B6,192.168.1.195,54816,185.244.25.235,6667,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,malicious,
1545466982.718949,CBQzh324r37l3tNU7a,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1533042913.90879,CxYXer3qJTUkAIOuJ4,192.168.100.102,64923,192.168.100.113,22,tcp,-,-,-,-,OTH,-,-,0,^d,0,0,1,88,-,benign,-
1545466963.009447,CBgymF2IVttEmyOUoh,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1533124002.474756,CmqYZw41V2IuTEYuc9,192.168.100.113,123,147.231.100.5,123,udp,-,0.001494,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1533055821.051707,COl3B63L0sDdnW72S8,192.168.100.113,34580,128.185.250.50,50,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,malicious,
1533087764.734688,Cw4f2j7kvZ0E2jUQ8,192.168.100.113,36176,128.185.250.50,50,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,malicious,
1545466974.140338,C82D1q4FfPIW3ERksg,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545406056.459267,Cjntv34v8RJ8nCoZA7,192.168.1.195,123,147.231.100.5,123,udp,-,0.001745,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1533114064.474299,CsU3elNksu1W3MWK9,192.168.100.113,123,147.251.48.140,123,udp,-,0.004996,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545411427.452735,Cbn0Es4m1hqL7nAYPi,192.168.1.195,51012,185.244.25.235,6667,tcp,-,3.128466,0,0,S0,-,-,0,S,3,180,0,0,-,malicious,
1545427620.454664,CBulcy5L64uHCXSi9,192.168.1.195,123,147.231.100.5,123,udp,-,0.029724,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545457283.829408,COmI4z3ddsL2wXCTRd,192.168.1.195,28012,50.50.50.53,53,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,benign,-
1545487055.456624,CMB0nH3BS50iff6Ojh,192.168.1.195,123,78.108.102.237,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1533104373.374102,CQsUqo1vTaYiUeBJ6a,192.168.100.113,46188,178.128.185.250,50,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,malicious,
1533073078.65478,CrQ6jr33vjGYsS2OR5,192.168.100.113,44624,178.128.185.250,50,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,malicious,
1533122491.776126,Ctzz3G2z3PSAoH56hi,192.168.100.113,47092,178.128.185.250,50,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,malicious,
1533111891.745351,CNJeFA2zCJJvWQazvl,192.168.100.113,46564,178.128.185.250,50,tcp,-,3.149197,0,0,S0,-,-,0,S,3,180,0,0,-,malicious,
1545413865.458041,CZMJnt3iFLzTVRNNs3,192.168.1.195,123,147.231.100.5,123,udp,-,0.001495,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545466977.778525,CHtjPm1HlGILVCSjFd,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1533072537.474813,CiL2fY28VtZHSm2Rdb,192.168.100.113,123,147.231.100.5,123,udp,-,0.001981,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545466972.681683,CucrU444IqwOVsk8ma,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545466979.099007,CZj3Oz4iZGqrjYSEB1,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545466980.332813,CmUWVK3k6dgNEOg9th,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1545466970.655842,C62Fq2tSu7NZ8GLy7,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1533098931.475374,C7pfCf20vyKbNDgzj5,192.168.100.113,123,80.79.25.111,123,udp,-,0.002488,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545417958.529955,CNEWUB4TaFBS9P9Kbd,192.168.1.195,123,81.2.248.189,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1545475974.455241,CfIYty3xSLuL6pnX28,192.168.1.195,123,77.78.107.252,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1545466987.553425,CRMPTr3YcEREMuzmfi,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1533128119.474958,C1kmug4O7H8ZFkgXr1,192.168.100.113,123,37.157.198.150,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1545466983.885533,C1CXr642pgoqfflwQ6,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,
1533128851.47504,CD1oGt3jbVzvZArOi8,192.168.100.113,123,147.231.100.5,123,udp,-,0.001997,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
